PSR,Observatory,Nepochs,Epoch1,RMS1,Epoch2,RMS2,Epoch3,RMS3,Epoch4,RMS4,Epoch5,RMS5
J1600-3053,GBT,5,2005,nan,2008,0.479430902308533,2010,0.140160237737369,2021,0.113402786407964,2026,0.113402786407964
J1614-2230,GBT,5,2005,nan,2009,0.864004082335676,2010,0.253329172999438,2021,0.210268039445771,2026,0.210268039445771
J2010-1323,GBT,5,2005,nan,2009,1.32281317868958,2010,0.369589102716257,2021,0.296362069137668,2026,0.296362069137668
J0340+4130,GBT,4,2005,nan,2012,1.0770909586985,2021,0.846243192885267,2026,0.846243192885267,,
J0605+3757,GBT,4,2005,nan,2017,2.08494941888376,2021,1.63689765558049,2026,1.63689765558049,,
J0610-2100,GBT,4,2005,nan,2017,0.996646680528534,2021,0.783626238391553,2026,0.783626238391553,,
J0613-0200,GBT,4,2005,0.821076702682463,2010,0.269767815405133,2021,0.212749494039716,2026,0.212749494039716,,
J0636+5128,GBT,4,2005,nan,2014,0.313521786876071,2021,0.247751878908167,2026,0.247751878908167,,
J0645+5158,GBT,4,2005,nan,2011,0.22165641910325,2021,0.174638798263946,2026,0.174638798263946,,
J0740+6620,GBT,4,2005,nan,2014,0.270038049097254,2021,0.213911495250081,2026,0.213911495250081,,
J0931-1902,GBT,4,2005,nan,2013,0.911593874549635,2021,0.717983751633575,2026,0.717983751633575,,
J1012+5307,GBT,4,2005,0.679447175817337,2010,0.255524708843972,2021,0.203115673791124,2026,0.203115673791124,,
J1012-4235,GBT,4,2005,nan,2017,3.25574462894895,2021,2.55581783842703,2026,2.55581783842703,,
J1024-0719,GBT,4,2005,nan,2010,0.39354609906852,2021,0.310296239386918,2026,0.310296239386918,,
J1125+7819,GBT,4,2005,nan,2014,0.58865192257691,2021,0.464830627583744,2026,0.464830627583744,,
J1455-3330,GBT,4,2005,2.29786541597962,2010,0.783214205297989,2021,0.645374587146927,2026,0.645374587146927,,
J1630+3734,GBT,4,2005,nan,2017,0.548934264333629,2021,0.43236183815773,2026,0.43236183815773,,
J1643-1224,GBT,4,2005,1.02701424310753,2010,0.330855110341735,2021,0.289194733722105,2026,0.289194733722105,,
J1705-1903,GBT,4,2005,nan,2017,0.121527236700554,2021,0.0980978937367943,2026,0.0980978937367943,,
J1719-1438,GBT,4,2005,nan,2017,1.27452493181737,2021,1.00381772875931,2026,1.00381772875931,,
J1730-2304,GBT,4,2005,nan,2017,0.374439165424044,2021,0.323643978553199,2026,0.323643978553199,,
J1744-1134,GBT,4,2005,0.208385918066234,2010,0.0803390726595486,2021,0.0718967510775617,2026,0.0718967510775617,,
J1747-4036,GBT,4,2005,nan,2012,0.701638942897941,2021,0.550925047710564,2026,0.550925047710564,,
J1751-2857,GBT,4,2005,nan,2017,2.4939775700816,2021,1.95829692157933,2026,1.95829692157933,,
J1802-2124,GBT,4,2005,nan,2017,0.75670048380844,2021,0.649699174460692,2026,0.649699174460692,,
